artist_candidate_id	candidate_artist_type	confidence	evidence_text	raw_artist_text	release_candidate_id	release_title	review_status	source_id	source_name	source_reference	source_url
SRC0002-B0004-ART011	performer_candidate_needs_review	medium-high	Artist text appears on Discos Fuentes shop product page for release 'Colección 100 Éxitos de Música Cubana': Orlando Contreras	Orlando Contreras	SRC0002-B0004-REL004	Colección 100 Éxitos de Música Cubana	staged_for_review	SRC0002	Discos Fuentes	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-100-exitos-de-musica-cubana/	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-100-exitos-de-musica-cubana/
SRC0002-B0004-ART012	group_candidate	medium-high	Artist text appears on Discos Fuentes shop product page for release 'Colección 100 Éxitos de Música Cubana': Los Guaracheros de Oriente	Los Guaracheros de Oriente	SRC0002-B0004-REL004	Colección 100 Éxitos de Música Cubana	staged_for_review	SRC0002	Discos Fuentes	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-100-exitos-de-musica-cubana/	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-100-exitos-de-musica-cubana/
SRC0002-B0004-ART013	performer_candidate_needs_review	medium-high	Artist text appears on Discos Fuentes shop product page for release 'Colección 100 - Que Viva Diciembre': Varios Artistas	Varios Artistas	SRC0002-B0004-REL005	Colección 100 - Que Viva Diciembre	staged_for_review	SRC0002	Discos Fuentes	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-que-viva-diciembre/	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-que-viva-diciembre/
SRC0002-B0004-ART014	performer_candidate_needs_review	medium-high	Artist text appears on Discos Fuentes shop product page for release 'Colección 100 Cumbias, Porros y Gaitas del Siglo': Pacho Galán	Pacho Galán	SRC0002-B0004-REL009	Colección 100 Cumbias, Porros y Gaitas del Siglo	staged_for_review	SRC0002	Discos Fuentes	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-100-cumbias-porros-y-gaitas-del-siglo/	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-100-cumbias-porros-y-gaitas-del-siglo/
SRC0002-B0004-ART015	group_candidate	medium-high	Artist text appears on Discos Fuentes shop product page for release 'Colección 100 Cumbias, Porros y Gaitas del Siglo': Los Cumbiamberos de Pacheco	Los Cumbiamberos de Pacheco	SRC0002-B0004-REL009	Colección 100 Cumbias, Porros y Gaitas del Siglo	staged_for_review	SRC0002	Discos Fuentes	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-100-cumbias-porros-y-gaitas-del-siglo/	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-100-cumbias-porros-y-gaitas-del-siglo/
SRC0002-B0004-ART016	group_candidate	medium-high	Artist text appears on Discos Fuentes shop product page for release 'Colección 100 Cumbias, Porros y Gaitas del Siglo': Los Corraleros de Majagual	Los Corraleros de Majagual	SRC0002-B0004-REL009	Colección 100 Cumbias, Porros y Gaitas del Siglo	staged_for_review	SRC0002	Discos Fuentes	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-100-cumbias-porros-y-gaitas-del-siglo/	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-100-cumbias-porros-y-gaitas-del-siglo/
SRC0002-B0004-ART017	performer_candidate_needs_review	medium-high	Artist text appears on Discos Fuentes shop product page for release 'Colección 100 Cumbias, Porros y Gaitas del Siglo': Lito Barrientos	Lito Barrientos	SRC0002-B0004-REL009	Colección 100 Cumbias, Porros y Gaitas del Siglo	staged_for_review	SRC0002	Discos Fuentes	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-100-cumbias-porros-y-gaitas-del-siglo/	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-100-cumbias-porros-y-gaitas-del-siglo/
SRC0002-B0004-ART018	performer_candidate_needs_review	medium-high	Artist text appears on Discos Fuentes shop product page for release 'Colección 100 Cumbias, Porros y Gaitas del Siglo': Clímaco Sarmiento	Clímaco Sarmiento	SRC0002-B0004-REL009	Colección 100 Cumbias, Porros y Gaitas del Siglo	staged_for_review	SRC0002	Discos Fuentes	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-100-cumbias-porros-y-gaitas-del-siglo/	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-100-cumbias-porros-y-gaitas-del-siglo/
SRC0002-B0004-ART019	performer_candidate_needs_review	medium-high	Artist text appears on Discos Fuentes shop product page for release 'Colección 100 Cumbias, Porros y Gaitas del Siglo': Pedro Laza	Pedro Laza	SRC0002-B0004-REL009	Colección 100 Cumbias, Porros y Gaitas del Siglo	staged_for_review	SRC0002	Discos Fuentes	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-100-cumbias-porros-y-gaitas-del-siglo/	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-100-cumbias-porros-y-gaitas-del-siglo/
SRC0002-B0004-ART020	group_candidate	medium-high	Artist text appears on Discos Fuentes shop product page for release 'Colección 100 Cumbias, Porros y Gaitas del Siglo': Conjunto Típico Vallenato	Conjunto Típico Vallenato	SRC0002-B0004-REL009	Colección 100 Cumbias, Porros y Gaitas del Siglo	staged_for_review	SRC0002	Discos Fuentes	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-100-cumbias-porros-y-gaitas-del-siglo/	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-100-cumbias-porros-y-gaitas-del-siglo/
